REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,1,2,26,16,41,4,13,0,1,15,1,2,24,20,19,24,17,6,6,118,10,0.17,-0.769551078621726,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,10,0,10,19,35,6,10,3,0,16,3,17,12,20,19,17,9,5,0,99,10,0.66,-0.1804560644581313,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,2,1,16,14,35,5,18,1,2,17,3,2,27,15,21,14,16,11,3,109,10,0.82,-0.08618614761628333,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,3,3,13,17,42,5,20,1,2,21,3,0,23,22,18,23,22,15,1,124,10,0.46,-0.3372421683184259,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,4,0,15,18,52,5,11,1,2,19,3,0,21,25,17,25,17,14,4,123,10,0.95,-0.022276394711152253,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,5,0,12,20,42,5,17,0,1,20,1,1,23,20,15,23,23,8,4,117,10,0.76,-0.11918640771920865,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,6,1,20,15,45,9,12,2,0,23,2,1,25,26,16,26,17,16,0,127,10,0.7,-0.1549019599857432,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,7,0,12,12,58,6,14,6,0,19,6,2,30,23,17,22,21,10,2,127,10,0.25,-0.6020599913279624,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,8,1,19,14,56,3,16,1,2,18,3,0,32,25,19,29,11,12,2,130,10,0.72,-0.14266750356873156,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,ARRAU-MENDEZ,ESCUELA ARRAU MENDEZ,9,2,21,20,62,6,19,0,4,37,4,3,30,23,29,31,27,20,8,171,10,0.8,-0.09691001300805639,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,BUENOS AIRES,ESCUELA JOSE MATTA CALLEJON,1,1,39,26,60,4,27,0,0,18,0,2,54,40,36,17,20,4,2,175,6,0.13,-0.8860566476931632,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,BUENOS AIRES,ESCUELA JOSE MATTA CALLEJON,2,2,22,23,71,4,23,1,4,21,5,6,49,38,27,23,19,7,1,171,6,0.12,-0.9208187539523752,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,BUENOS AIRES,ESCUELA JOSE MATTA CALLEJON,3,1,14,23,56,8,33,2,1,16,3,1,41,34,27,19,19,10,3,154,6,0.14,-0.8538719643217619,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,BUENOS AIRES,ESCUELA JOSE MATTA CALLEJON,4,1,22,24,63,9,27,2,2,26,4,27,30,49,30,16,15,5,3,176,6,0.48,-0.3187587626244128,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,BUENOS AIRES,ESCUELA JOSE MATTA CALLEJON,5,1,27,54,57,11,26,1,1,13,2,63,24,57,18,17,10,2,1,191,6,0.03,-1.5228787452803376,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,BUENOS AIRES,ESCUELA JOSE MATTA CALLEJON,6,0,12,22,37,8,8,0,0,7,0,5,22,28,14,12,10,3,0,94,6,0.26,-0.585026652029182,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,CATILLO,COLEGIO ALBERTO MOLINA CASTILLO,1M,1,4,13,35,6,23,0,0,13,0,2,4,6,7,24,31,16,5,95,10,0.34,-0.46852108295774486,-1,-1,-1,-1,-1,-1,-1,-1
DEL MAULE,CATILLO,COLEGIO ALBERTO MOLINA CASTILLO,1V,2,7,25,34,11,19,0,3,9,3,4,7,15,7,25,29,18,5,110,10,0.35,-0.4559319556497244,-1,-1,-1,-1,-1,-1,-1,-1
